order_item_id,order_id,item_type,item_id,quantity
329,1231,book,10,2
330,797,food,3,3
331,1055,book,6,2
332,1569,book,9,2
333,2285,food,4,4
334,2487,book,42,4
335,792,food,6,3
336,937,book,56,3
337,1567,book,5,1
338,1189,book,22,1
339,2433,book,32,2
340,2776,book,36,3
341,711,book,21,2
342,199,food,10,1
343,2298,book,55,1
344,333,book,3,4
345,2449,book,9,2
346,778,book,46,3
347,1571,book,9,2
348,482,food,7,2
349,1840,book,9,4
350,16,book,39,1
351,1045,food,1,4
352,1892,book,57,2
353,466,book,1,4
354,1022,food,7,1
355,2069,book,50,3
356,969,book,18,2
357,2873,book,49,1
358,2529,book,19,1
359,356,book,57,3
360,1875,food,6,2
361,1815,book,45,2
362,265,book,43,3
363,2880,book,3,2
364,416,food,5,2
365,289,food,1,1
366,175,book,39,2
367,1645,food,6,3
368,2873,book,39,3
369,88,food,1,4
370,65,book,28,4
371,733,food,6,3
372,2423,book,3,2
373,49,book,17,4
374,2600,food,4,2
375,964,food,5,2
376,2319,food,1,2
377,1611,book,39,3
378,2168,food,1,3
379,1310,book,24,3
380,588,book,53,2
381,517,food,6,2
382,2437,book,30,3
383,1353,food,4,1
384,777,food,9,3
385,529,book,23,2
386,2155,food,10,4
387,171,food,10,2
388,1882,food,7,1
389,1000,food,10,4
390,587,food,6,3
391,2520,food,5,1
392,2190,book,33,4
393,1155,food,1,1
394,883,book,46,3
395,1599,food,4,3
396,1333,food,5,4
397,606,food,10,1
398,455,book,37,4
399,1317,food,8,3
400,738,food,7,4
401,1550,book,36,4
402,615,book,13,1
403,577,book,32,3
404,1905,food,5,2
405,952,book,4,4
406,1695,food,2,1
407,2144,food,9,1
408,1795,food,6,1
409,1800,book,14,3
410,1986,food,10,4
411,2499,book,53,3
412,2349,food,4,1
413,2731,food,1,3
414,697,food,5,2
415,1764,book,57,4
416,2330,book,39,3
417,2145,food,9,1
418,33,book,39,1
419,2512,book,13,2
420,654,food,7,4
421,764,food,5,1
422,2628,food,5,1
423,1491,book,3,1
424,2490,food,4,2
425,1724,food,3,4
426,1059,food,8,4
427,1245,food,1,3
428,378,book,38,4
429,1665,book,39,2
430,847,book,60,4
431,654,book,32,2
432,1491,food,2,4
433,2702,food,3,2
434,1059,food,2,2
435,911,book,6,3
436,1627,book,46,1
437,427,book,41,4
438,2070,food,2,2
439,250,food,5,4
440,461,food,3,2
441,1602,book,12,3
442,815,food,10,1
443,2710,food,4,1
444,510,book,54,3
445,1226,book,10,1
446,2046,book,29,4
447,1075,food,7,4
448,2784,book,13,1
449,1468,food,6,1
450,2119,book,19,3
451,1610,book,30,1
452,1179,food,10,2
453,2133,food,6,3
454,2846,book,60,4
455,278,book,20,1
456,1904,book,54,2
457,31,book,3,2
458,1456,food,5,4
459,1775,book,23,1
460,356,food,4,1
461,2957,food,10,2
462,1466,food,9,3
463,2936,book,3,1
464,278,food,10,3
465,248,book,16,3
466,2461,food,7,2
467,292,book,17,3
468,689,book,34,1
469,1793,book,26,3
470,2548,food,5,1
471,2646,food,9,1
472,553,food,6,1
473,2723,book,17,2
474,2431,book,31,1
475,1576,food,10,1
476,2336,book,50,3
477,1651,book,49,2
478,9,book,15,2
479,2347,food,10,3
480,2071,food,2,1
481,2027,food,1,3
482,2843,book,53,3
483,2564,food,3,4
484,2649,book,17,3
485,713,book,1,4
486,1295,food,2,1
487,1012,book,53,3
488,2704,food,6,3
489,1966,book,4,2
490,2659,food,4,4
491,733,food,3,2
492,653,food,2,3
493,209,food,8,4
494,2983,book,37,3
495,20,food,4,1
496,2256,food,3,2
497,1824,book,2,3
498,846,food,1,2
499,1151,food,3,1
500,143,food,6,2
501,91,book,45,1
502,1657,food,8,2
503,1523,book,44,3
504,422,food,2,4
505,2695,food,2,4
506,831,food,9,3
507,2423,food,8,2
508,2310,food,4,4
509,228,book,31,3
510,169,food,6,1
511,2401,food,6,3
512,2447,book,29,3
513,1668,book,13,4
514,1576,book,22,2
515,2888,book,53,2
516,315,food,7,2
517,1486,book,58,3
518,637,food,2,1
519,1611,food,3,3
520,2849,book,2,2
521,2284,book,51,2
522,2362,food,5,4
523,2521,book,10,3
524,963,book,56,2
525,1166,food,5,4
526,2072,food,5,4
527,1756,food,9,2
528,47,book,8,2
529,1126,book,40,2
530,1203,food,10,3
531,1485,book,2,3
532,2370,book,25,2
533,2247,book,21,1
534,648,food,5,2
535,1691,food,5,1
536,1668,book,28,2
537,1539,book,41,2
538,2898,food,2,2
539,2707,book,35,4
540,1850,book,17,1
541,2492,food,9,2
542,2532,food,8,2
543,838,book,25,3
544,718,book,39,1
545,2828,food,2,2
546,2737,book,58,3
547,2320,book,50,4
548,592,book,2,1
549,817,food,7,4
550,1606,food,5,3
551,241,food,9,3
552,1559,food,5,1
553,2966,book,55,3
554,2090,book,9,3
555,2087,book,34,2
556,1651,book,58,4
557,1722,book,13,1
558,415,food,10,1
559,2974,food,7,4
560,1959,book,3,2
561,442,book,54,4
562,2495,food,6,2
563,719,food,2,4
564,853,food,5,1
565,891,book,57,1
566,2077,book,38,2
567,2100,food,10,4
568,2878,book,47,3
569,2740,book,34,2
570,652,food,9,4
571,1570,food,10,2
572,1601,food,5,4
573,475,food,3,3
574,768,book,44,2
575,287,book,40,1
576,1555,food,10,3
577,1494,food,10,4
578,798,book,4,2
579,1166,book,23,4
580,1115,book,56,2
581,1224,food,1,3
582,2421,food,2,1
583,582,book,3,4
584,2229,book,59,3
585,190,food,3,3
586,2456,food,10,3
587,1553,food,7,1
588,72,food,3,2
589,1606,food,1,1
590,2922,book,44,1
591,148,food,2,1
592,2049,food,1,1
593,2810,book,15,2
594,1928,book,18,2
595,700,book,52,4
596,1612,book,14,4
597,1081,book,2,3
598,1301,food,7,3
599,25,book,22,1
600,2815,book,29,3
601,1688,food,4,4
602,391,food,8,1
603,1672,book,24,4
604,1395,food,6,4
605,370,food,9,3
606,583,food,5,4
607,2419,book,26,4
608,95,book,60,3
609,402,book,37,3
610,2150,book,8,2
611,146,food,4,4
612,591,food,9,2
613,228,book,19,1
614,123,book,51,3
615,1443,book,7,2
616,2423,book,21,1
617,2511,food,1,2
618,1504,book,33,4
619,1434,book,37,4
620,1944,food,9,4
621,175,food,6,3
622,2798,book,4,4
623,1535,food,10,3
624,1049,food,6,3
625,279,food,4,1
626,1443,food,5,2
627,1029,book,13,1
628,1589,book,59,3
629,1030,book,25,2
630,2741,food,9,3
631,2549,book,31,3
632,2998,book,34,1
633,734,food,3,1
634,2555,book,11,3
635,1441,food,5,4
636,1279,food,5,2
637,959,food,1,1
638,127,food,10,4
639,1760,book,5,1
640,826,food,10,2
641,723,food,4,1
642,1448,food,4,3
643,1938,book,59,3
644,1789,food,6,1
645,1504,book,30,3
646,894,book,11,3
647,204,book,20,3
648,1665,book,13,2
649,1401,book,52,4
650,2478,book,27,1
651,2201,book,24,2
652,191,food,10,4
653,2636,book,4,2
654,769,food,2,3
655,213,book,16,3
656,2468,book,49,1
657,2337,food,1,1
658,1295,food,4,2
659,1291,book,53,4
660,1697,book,59,2
661,2508,book,9,2
662,1764,food,2,1
663,2206,book,6,1
664,1593,food,10,1
665,2976,food,4,2
666,1655,book,10,1
667,339,book,53,4
668,359,book,29,2
669,402,book,54,2
670,1342,food,10,4
671,820,book,31,1
672,770,food,6,2
673,1741,book,34,4
674,34,book,55,2
675,906,book,54,3
676,1671,book,59,4
677,2160,book,56,4
678,363,food,3,3
679,439,food,2,4
680,2635,food,6,3
681,482,food,8,3
682,1110,food,1,2
683,454,book,1,4
684,2949,food,9,2
685,2019,book,19,4
686,1104,food,3,1
687,2576,food,1,4
688,2236,food,1,4
689,396,book,26,3
690,2222,food,7,3
691,557,food,1,4
692,2189,food,4,1
693,193,food,10,4
694,2579,food,8,1
695,2545,book,46,1
696,983,food,10,2
697,1141,food,8,3
698,1555,food,3,3
699,315,food,1,4
700,1049,book,60,1
701,1756,food,4,1
702,1156,book,39,2
703,182,food,3,1
704,1312,food,2,2
705,2509,book,23,2
706,2365,food,7,3
707,970,food,2,2
708,1426,book,42,2
709,3,food,2,1
710,563,book,51,4
711,2229,book,38,3
712,1530,food,1,4
713,1252,food,5,3
714,671,food,6,2
715,1628,book,30,4
716,720,food,7,1
717,1369,food,3,3
718,2013,food,2,3
719,2787,food,7,4
720,1998,book,42,3
721,1905,book,21,1
722,2222,food,9,4
723,1586,book,32,1
724,1429,book,22,2
725,2845,food,1,2
726,132,book,36,1
727,1988,book,29,1
728,49,food,5,2
729,1139,food,3,1
730,385,food,4,3
731,921,book,33,2
732,53,book,45,1
733,1128,book,21,2
734,2246,book,16,4
735,93,food,9,3
736,1117,book,24,3
737,989,book,4,3
738,2494,food,6,4
739,2076,food,6,2
740,884,book,36,4
741,527,food,2,2
742,2240,food,6,2
743,1338,book,32,4
744,1177,book,15,4
745,2715,food,5,1
746,2740,book,51,1
747,2049,book,21,1
748,240,food,9,1
749,1414,book,42,4
750,2950,book,21,4
751,2601,book,27,2
752,2007,book,57,4
753,421,food,3,3
754,359,food,8,1
755,422,food,6,2
756,564,food,6,4
757,2573,food,2,1
758,1971,food,10,3
759,505,book,15,3
760,2611,book,33,3
761,2164,book,15,4
762,2479,food,10,3
763,1167,food,1,3
764,725,food,1,1
765,348,food,9,2
766,2620,food,4,4
767,2335,food,4,3
768,1370,food,6,1
769,2632,book,3,1
770,345,food,8,2
771,491,book,13,1
772,567,book,55,1
773,1792,book,12,1
774,1678,food,8,3
775,449,book,42,4
776,1326,food,5,2
777,906,book,50,4
778,2942,food,10,1
779,463,food,2,3
780,2686,food,3,4
781,2,food,8,4
782,2485,book,57,4
783,1664,book,36,4
784,1174,food,5,4
785,2540,food,3,3
786,794,book,26,1
787,385,food,5,2
788,1931,book,45,3
789,438,book,47,1
790,2446,food,4,3
791,2395,food,3,1
792,6,book,44,4
793,2374,food,4,1
794,2874,food,8,4
795,1920,food,8,3
796,454,food,4,4
797,2443,food,6,3
798,1978,book,46,4
799,1975,book,56,2
800,1785,food,1,2
801,2709,book,38,3
802,286,food,9,2
803,2321,book,45,3
804,1902,book,45,2
805,1356,food,2,1
806,484,book,59,3
807,1897,food,7,3
808,158,food,6,2
809,2592,food,3,1
810,1006,book,37,1
811,2462,food,3,3
812,2516,book,15,2
813,1240,book,55,1
814,1681,book,36,1
815,2079,book,33,2
816,1902,book,34,4
817,2020,food,3,2
818,237,food,7,2
819,2393,book,38,2
820,2711,book,16,2
821,2212,book,3,1
822,990,food,9,2
823,1531,food,6,1
824,1470,book,10,1
825,832,food,8,1
826,1414,book,53,2
827,1106,food,4,4
828,881,food,1,1
829,460,book,42,2
830,2727,food,2,2
831,711,book,33,1
832,2295,book,7,1
833,1109,food,5,4
834,906,book,34,1
835,2650,book,14,1
836,166,food,8,2
837,2396,book,21,2
838,1379,food,2,2
839,775,food,10,4
840,2028,food,5,1
841,404,book,4,4
842,1361,food,7,1
843,2027,food,6,1
844,987,book,15,1
845,2982,book,39,4
846,199,food,7,3
847,1444,food,5,3
848,1916,food,3,3
849,571,food,4,2
850,1080,food,4,1
851,1214,food,2,4
852,1052,book,15,3
853,1281,book,42,4
854,2530,food,8,3
855,694,book,45,2
856,2458,food,3,3
857,837,food,8,3
858,358,food,8,1
859,1945,food,6,2
860,1954,food,1,3
861,966,food,5,4
862,2319,book,4,4
863,1594,book,51,4
864,2110,food,10,3
865,372,book,32,4
866,2246,food,10,3
867,482,food,9,3
868,584,book,21,2
869,480,food,5,1
870,694,food,7,3
871,401,food,1,3
872,2091,book,51,3
873,879,food,10,2
874,2587,food,5,3
875,1152,book,15,3
876,1246,food,1,1
877,1360,food,2,2
878,1358,book,48,1
879,2202,food,3,3
880,548,book,52,3
881,2111,food,7,1
882,1461,book,11,1
883,235,book,58,1
884,731,book,55,2
885,995,book,24,1
886,1578,food,5,4
887,2105,book,11,4
888,1841,food,3,2
889,682,book,3,2
890,1435,food,8,4
891,2817,food,10,4
892,2776,food,2,1
893,10,book,12,3
894,1763,book,40,2
895,2936,book,58,2
896,2606,book,32,2
897,1332,book,9,3
898,2331,food,10,1
899,1280,food,1,1
900,1965,food,4,3
901,750,food,10,2
902,1176,food,2,3
903,1260,book,44,2
904,1643,food,10,2
905,2760,food,7,4
906,2036,food,7,3
907,265,book,33,3
908,1381,food,4,1
909,2592,food,5,2
910,1451,food,3,1
911,2847,food,9,4
912,931,food,6,3
913,2425,book,59,3
914,1563,food,4,3
915,567,book,6,2
916,1283,book,16,3
917,1722,food,6,4
918,853,book,19,4
919,1561,food,1,3
920,2188,food,7,3
921,2473,book,26,1
922,2368,food,4,3
923,1284,food,10,2
924,1240,food,6,2
925,2811,food,9,4
926,2207,book,2,2
927,2324,book,19,2
928,154,book,60,2
929,2797,book,58,2
930,1777,book,36,4
931,1452,book,51,4
932,397,book,50,3
933,2982,food,1,4
934,2616,food,3,1
935,295,food,3,2
936,2221,food,3,2
937,1364,book,38,2
938,2014,food,6,3
939,1678,book,22,1
940,1498,book,34,3
941,1727,food,5,4
942,2813,food,9,1
943,197,book,22,3
944,2344,food,6,3
945,1457,food,6,2
946,1285,book,4,4
947,2883,food,6,1
948,1463,food,10,4
949,37,food,2,3
950,584,food,5,1
951,2559,food,9,3
952,1223,food,4,4
953,1103,book,43,3
954,1331,book,6,4
955,265,book,7,2
956,2330,food,9,2
957,2922,book,50,3
958,2709,food,10,1
959,2668,book,16,4
960,685,book,34,2
961,2594,food,5,1
962,1561,food,2,3
963,2983,book,57,3
964,2114,food,8,1
965,2310,book,52,2
966,1649,food,5,4
967,2859,book,57,3
968,2819,book,60,1
969,19,book,3,2
970,1748,food,8,4
971,1584,food,10,2
972,277,food,6,3
973,2007,food,5,2
974,1841,book,6,1
975,1943,food,5,4
976,1407,food,9,3
977,955,food,10,4
978,940,food,7,2
979,2379,book,17,1
980,1087,food,8,4
981,1637,food,10,1
982,2692,book,24,1
983,1566,food,9,3
984,2657,food,6,4
985,2460,book,7,2
986,195,food,9,4
987,2784,food,9,2
988,1743,food,10,2
989,713,book,22,2
990,2874,food,10,4
991,1496,food,7,4
992,1671,food,1,3
993,693,book,36,4
994,557,book,31,1
995,839,book,23,1
996,1342,book,19,3
997,2969,book,25,2
998,147,book,57,2
999,1959,book,3,1
1000,1653,book,36,2
1001,1149,food,7,1
1002,2024,book,37,2
1003,2051,food,6,4
1004,213,book,24,4
1005,1069,food,4,1
1006,677,book,35,3
1007,1112,food,6,1
1008,167,book,12,4
1009,958,book,14,3
1010,1817,food,9,1
1011,906,book,25,4
1012,2051,food,10,3
1013,1538,food,10,2
1014,598,food,4,1
1015,375,food,7,4
1016,1293,food,5,4
1017,2760,book,50,4
1018,2276,food,6,3
1019,1010,book,30,1
1020,2979,book,34,1
1021,478,food,1,2
1022,289,food,4,3
1023,2642,food,4,1
1024,145,food,6,2
1025,1867,food,2,3
1026,1353,food,5,2
1027,2205,book,39,3
1028,438,book,12,3
1029,60,book,7,2
1030,2714,food,1,2
1031,1546,book,38,4
1032,2359,food,7,4
1033,2226,food,8,2
1034,2705,book,44,1
1035,270,food,7,1
1036,91,food,3,1
1037,2316,book,47,4
1038,2258,food,8,3
1039,1738,food,4,3
1040,621,book,14,3
1041,2339,food,6,1
1042,1285,food,7,1
1043,2861,food,1,2
1044,1955,book,35,2
1045,2173,food,6,4
1046,276,book,22,3
1047,1320,food,1,4
1048,670,book,4,1
1049,268,book,18,2
1050,2536,food,7,3
1051,2273,food,7,4
1052,656,book,27,3
1053,390,food,8,3
1054,885,book,29,2
1055,151,book,25,4
1056,1843,food,1,3
1057,480,book,12,4
1058,2359,book,26,3
1059,1400,book,54,1
1060,2676,book,52,1
1061,227,book,35,2
1062,1407,book,34,2
1063,359,book,38,4
1064,2716,book,57,2
1065,1253,food,9,3
1066,957,book,12,3
1067,706,food,1,1
1068,2373,food,6,4
1069,1292,book,45,3
1070,1996,food,6,1
1071,270,food,10,1
1072,709,food,6,3
1073,1917,book,36,1
1074,2551,food,6,4
1075,2383,book,20,4
1076,588,book,41,4
1077,2592,food,4,4
1078,2366,book,27,3
1079,337,book,15,1
1080,868,book,59,3
1081,2227,food,4,1
1082,1875,food,3,3
1083,288,book,11,4
1084,338,book,2,4
1085,2474,food,8,1
1086,1111,book,11,1
1087,1342,food,2,2
1088,471,book,33,3
1089,1423,food,8,3
1090,807,book,16,1
1091,1318,book,23,2
1092,1986,book,53,4
1093,846,food,8,3
1094,2763,food,3,2
1095,576,book,39,1
1096,841,book,8,4
1097,415,food,9,1
1098,78,book,30,4
1099,316,food,5,2
1100,1877,book,35,2
1101,1177,food,3,1
1102,1194,book,38,4
1103,184,book,15,1
1104,2986,food,7,1
1105,16,food,8,4
1106,860,food,4,3
1107,254,food,1,4
1108,603,book,20,1
1109,1226,food,3,4
1110,2034,book,22,2
1111,372,food,8,2
1112,1692,book,14,3
1113,2640,book,21,3
1114,2470,food,9,3
1115,652,book,33,3
1116,2812,book,53,3
1117,1850,food,10,4
1118,2251,food,8,1
1119,2289,food,7,1
1120,1105,food,6,4
1121,725,book,2,4
1122,248,food,9,1
1123,317,food,5,2
1124,2797,food,4,1
1125,1813,book,8,3
1126,1553,book,20,2
1127,1264,food,3,2
1128,2981,food,8,2
1129,2815,book,48,1
1130,675,food,4,1
1131,2082,food,3,2
1132,1346,food,9,4
1133,1567,book,51,1
1134,2710,food,8,3
1135,2804,book,36,1
1136,979,book,29,2
1137,874,food,9,3
1138,1205,book,25,1
1139,2300,book,6,4
1140,2801,book,21,1
1141,1966,book,17,1
1142,1380,book,18,3
1143,2394,book,20,4
1144,108,food,8,3
1145,413,food,5,1
1146,2974,book,59,4
1147,2236,book,22,3
1148,2692,book,19,1
1149,2592,book,12,1
1150,1203,book,37,4
1151,1269,food,2,1
1152,282,book,40,1
1153,2698,book,59,4
1154,1945,food,5,3
1155,1785,food,5,1
1156,2559,food,5,3
1157,2314,food,1,2
1158,2862,book,26,2
1159,2853,book,52,4
1160,1060,book,28,1
1161,2285,food,8,4
1162,2035,food,2,1
1163,290,food,2,4
1164,183,food,3,4
1165,248,food,8,4
1166,1373,food,9,2
1167,2417,book,37,1
1168,1941,book,18,4
1169,2091,food,7,4
1170,2032,book,48,1
1171,403,book,38,1
1172,1547,food,8,4
1173,1684,food,2,4
1174,1815,book,35,2
1175,2389,food,5,4
1176,1978,food,3,4
1177,1363,food,4,2
1178,1812,food,3,1
1179,2350,food,7,3
1180,1285,food,3,4
1181,745,food,6,3
1182,951,book,46,2
1183,2226,book,39,2
1184,823,book,53,3
1185,1495,food,9,3
1186,2540,food,5,2
1187,1886,food,7,2
1188,1488,book,23,3
1189,786,book,3,3
1190,1211,food,6,4
1191,1866,food,10,2
1192,1075,book,9,4
1193,2072,book,30,4
1194,1621,food,7,1
1195,1539,book,5,4
1196,207,book,11,3
1197,2238,food,8,4
1198,1200,food,2,2
1199,1133,food,4,4
1200,1504,book,9,4
1201,823,book,10,1
1202,2132,food,3,2
1203,1176,book,46,1
1204,1323,book,4,3
1205,1293,book,43,3
1206,2481,food,7,3
1207,2217,food,6,1
1208,305,book,12,4
1209,2698,food,10,2
1210,1841,book,55,3
1211,2936,book,34,2
1212,2131,food,2,2
1213,2298,food,10,3
1214,2892,book,59,4
1215,2186,book,45,1
1216,1608,book,11,4
1217,1547,book,3,1
1218,2753,book,10,3
1219,2333,book,53,3
1220,1341,food,2,4
1221,108,book,4,1
1222,671,book,55,2
1223,1344,book,12,3
1224,2580,book,44,3
1225,2382,book,31,1
1226,2181,food,3,1
1227,813,book,56,4
1228,2467,food,7,3
1229,1173,book,60,1
1230,2751,book,31,1
1231,2006,food,6,3
1232,473,food,9,1
1233,2427,food,8,1
1234,1685,book,13,1
1235,920,food,10,3
1236,1976,book,27,4
1237,371,book,27,4
1238,1108,food,7,2
1239,2081,food,10,1
1240,1650,food,9,2
1241,2365,food,7,4
1242,987,food,9,1
1243,1831,food,2,4
1244,1868,food,10,3
1245,92,food,7,3
1246,1659,book,13,2
1247,1352,book,50,1
1248,973,food,8,2
1249,682,book,32,4
1250,1967,food,5,1
1251,375,book,10,3
1252,625,book,35,4
1253,1300,food,8,1
1254,264,food,8,1
1255,1595,book,19,1
1256,955,book,16,2
1257,548,food,3,4
1258,1200,book,17,1
1259,1160,book,25,1
1260,1544,food,8,2
1261,2632,book,34,4
1262,2945,food,4,3
1263,798,book,38,3
1264,2963,food,3,1
1265,1058,food,2,1
1266,288,book,7,3
1267,265,book,57,2
1268,1401,food,6,3
1269,1401,book,44,4
1270,1188,book,11,1
1271,994,book,6,4
1272,1620,book,38,2
1273,2626,book,48,4
1274,2549,book,32,2
1275,31,food,4,1
1276,462,book,42,3
1277,898,food,3,2
1278,413,food,1,2
1279,1487,food,3,3
1280,2305,food,6,1
1281,1908,book,58,2
